model_id,task_id,contrast,metric,n_items,n_clusters,mean_a_100,mean_b_100,difference_a_minus_b_100,ci95_low_100,ci95_high_100,p_raw,test,ci_method,a_correct_b_wrong,a_wrong_b_correct,discordant_pairs,bootstrap_resamples,signflip_resamples,p_holm,significant_holm_0_05,holm_family_size,holm_family_id
Qwen2.5-7B-Instruct,qa_v4_5,3-0,recoverable_accuracy,100,50,78.0,75.0,3.0000000000000027,-1.0000000000000009,7.9999999999999964,0.375,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,4,1,5,10000,,1.0,False,22,main_qa_v4_5_primary_22
Qwen3-8B-NonThinking,classification,1-0,accuracy,100,100,59.0,56.99999999999999,2.0000000000000018,-4.999999999999999,8.999999999999996,0.7744140625,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,7,5,12,10000,,1.0,False,22,main_classification_primary_22
Qwen3-8B-NonThinking,classification,3-0,accuracy,100,100,63.0,56.99999999999999,6.000000000000005,-1.9999999999999911,14.000000000000002,0.210113525390625,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,11,5,16,10000,,1.0,False,22,main_classification_primary_22
Qwen3-8B-NonThinking,reasoning,1-0,judgment_accuracy,100,100,98.0,95.0,3.0000000000000027,0.0,6.999999999999995,0.25,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,3,0,3,10000,,1.0,False,22,main_reasoning_primary_22
Qwen3-8B-NonThinking,reasoning,3-0,judgment_accuracy,100,100,97.0,95.0,2.0000000000000018,0.0,5.000000000000004,0.5,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,2,0,2,10000,,1.0,False,22,main_reasoning_primary_22
Qwen3-8B-NonThinking,structuring,1-0,cnhi_v2,100,100,80.90144143339215,80.18841690073694,0.7130245326552154,-0.5102952629768395,2.6298821119672544,0.5856414358564144,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,1.0,False,22,main_structuring_primary_22
Qwen3-8B-NonThinking,structuring,3-0,cnhi_v2,100,100,81.03700810008588,80.18841690073694,0.848591199348947,-0.3456725618399259,2.699691412841937,0.40685931406859316,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,1.0,False,22,main_structuring_primary_22
Qwen3-8B-NonThinking,relationship,1-0,micro_f1,50,50,82.13851761846902,43.669250645994836,38.46926697247419,27.81883679923768,49.2570730436745,9.999000099990002e-05,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.0021997800219978004,True,22,main_relationship_primary_22
Qwen3-8B-NonThinking,relationship,3-0,micro_f1,50,50,80.34398034398035,43.669250645994836,36.67472969798551,27.77871042044187,45.582621288653705,9.999000099990002e-05,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.0021997800219978004,True,22,main_relationship_primary_22
Qwen3-8B-NonThinking,qa_v4_5,1-0,recoverable_accuracy,100,50,85.0,86.0,-1.0000000000000009,-5.000000000000004,3.0000000000000027,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,2,3,5,10000,,1.0,False,22,main_qa_v4_5_primary_22
Qwen3-8B-NonThinking,qa_v4_5,3-0,recoverable_accuracy,100,50,88.0,86.0,2.0000000000000018,-2.0000000000000018,6.000000000000005,0.625,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,3,1,4,10000,,1.0,False,22,main_qa_v4_5_primary_22
QwQ-32B,classification,1-0,accuracy,100,100,76.0,77.0,-1.0000000000000009,-8.000000000000007,6.000000000000005,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,6,7,13,10000,,1.0,False,22,main_classification_primary_22
QwQ-32B,classification,3-0,accuracy,100,100,83.0,77.0,5.999999999999995,-1.0000000000000009,13.0,0.1795654296875,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,10,4,14,10000,,1.0,False,22,main_classification_primary_22
QwQ-32B,reasoning,1-0,judgment_accuracy,100,100,98.0,99.0,-1.0000000000000009,-4.0000000000000036,2.0000000000000018,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,1,2,3,10000,,1.0,False,22,main_reasoning_primary_22
QwQ-32B,reasoning,3-0,judgment_accuracy,100,100,99.0,99.0,0.0,-3.0000000000000027,3.0000000000000027,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,1,1,2,10000,,1.0,False,22,main_reasoning_primary_22
QwQ-32B,structuring,1-0,cnhi_v2,100,100,81.8637920732743,79.97335913931795,1.8904329339563541,0.004616738012776816,4.610624818576717,0.09909009099090091,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,0.6936306369363063,False,22,main_structuring_primary_22
QwQ-32B,structuring,3-0,cnhi_v2,100,100,81.66121870015145,79.97335913931795,1.6878595608335045,-1.0437558515454521,4.5592846933790545,0.24637536246375363,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,0.9855014498550145,False,22,main_structuring_primary_22
QwQ-32B,relationship,1-0,micro_f1,50,50,99.4535519125683,94.4632768361582,4.990275076410111,1.3461230241864897,10.11014628792999,0.027797220277972202,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.138986101389861,False,22,main_relationship_primary_22
QwQ-32B,relationship,3-0,micro_f1,50,50,99.01639344262296,94.4632768361582,4.553116606464758,0.7921803558668864,9.51927535529561,0.041495850414958506,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.138986101389861,False,22,main_relationship_primary_22
QwQ-32B,qa_v4_5,1-0,recoverable_accuracy,100,50,98.0,100.0,-2.0000000000000018,-5.000000000000004,0.0,0.5,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,0,2,2,10000,,1.0,False,22,main_qa_v4_5_primary_22
QwQ-32B,qa_v4_5,3-0,recoverable_accuracy,100,50,100.0,100.0,0.0,0.0,0.0,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,0,0,0,10000,,1.0,False,22,main_qa_v4_5_primary_22
Doubao,classification,1-0,accuracy,100,100,86.0,82.0,4.0000000000000036,0.0,8.999999999999996,0.21875,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,5,1,6,10000,,1.0,False,22,main_classification_primary_22
Doubao,classification,3-0,accuracy,100,100,86.0,82.0,4.0000000000000036,0.0,8.999999999999996,0.21875,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,5,1,6,10000,,1.0,False,22,main_classification_primary_22
Doubao,reasoning,1-0,judgment_accuracy,100,100,97.0,98.0,-1.0000000000000009,-4.0000000000000036,2.0000000000000018,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,1,2,3,10000,,1.0,False,22,main_reasoning_primary_22
Doubao,reasoning,3-0,judgment_accuracy,100,100,98.0,98.0,0.0,-3.0000000000000027,3.0000000000000027,1.0,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,1,1,2,10000,,1.0,False,22,main_reasoning_primary_22
Doubao,structuring,1-0,cnhi_v2,100,100,79.21018173849642,78.50659193978231,0.7035897987141104,-1.4575818601305324,2.876270284767322,0.5070492950704929,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,1.0,False,22,main_structuring_primary_22
Doubao,structuring,3-0,cnhi_v2,100,100,80.38386723102595,78.50659193978231,1.8772752912436297,0.666292743942859,3.7316498971755276,0.00039996000399960006,two-sided paired sign-flip; one sign per source cluster,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,10000,0.004399560043995601,True,22,main_structuring_primary_22
Doubao,relationship,1-0,micro_f1,50,50,96.43652561247215,92.42761692650335,4.008908685968815,1.0717826724594939,8.593075792323916,0.03899610038996101,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.138986101389861,False,22,main_relationship_primary_22
Doubao,relationship,3-0,micro_f1,50,50,97.88182831661094,92.42761692650335,5.454211390107588,2.0645028130097525,10.310381303855683,0.015798420157984203,two-sided centered paired source-cluster bootstrap approximation; micro-F1 recomputed in each replicate,paired percentile source-cluster bootstrap; 10000 resamples,,,,10000,,0.09479052094790522,False,22,main_relationship_primary_22
Doubao,qa_v4_5,1-0,recoverable_accuracy,100,50,100.0,98.0,2.0000000000000018,0.0,5.000000000000004,0.5,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,2,0,2,10000,,1.0,False,22,main_qa_v4_5_primary_22
Doubao,qa_v4_5,3-0,recoverable_accuracy,100,50,100.0,98.0,2.0000000000000018,0.0,5.000000000000004,0.5,two-sided exact McNemar on paired item correctness,paired percentile source-cluster bootstrap; 10000 resamples,2,0,2,10000,,1.0,False,22,main_qa_v4_5_primary_22
